LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.420, Time: 2.364852 s
         1506687 function calls (1490005 primitive calls) in 2.886 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       29    0.000    0.000    0.000    0.000 cbook.py:1347(_to_unmasked_float_array)
       33    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        4    0.000    0.000    0.000    0.000 colors.py:2630(Norm)
        1    0.000    0.000    0.000    0.000 _globals.py:66(_CopyMode)
       84    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       51    0.000    0.000    0.000    0.000 _linalg.py:256(_assert_stacked_square)
        2    0.000    0.000    0.000    0.000 dataclasses.py:610(_init_fn)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
       54    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        3    0.000    0.000    0.000    0.000 core.py:4563(__init__)
        1    0.000    0.000    0.000    0.000 ExifTags.py:352(IFD)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
       83    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
      130    0.000    0.000    0.000    0.000 unicode.py:105(<genexpr>)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertAxes)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1302(MouseButton)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
      293    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1185(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1352(__init__)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
        1    0.000    0.000    0.000    0.000 axis.py:557(Axis)
      226    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
        1    0.000    0.000    0.000    0.000 ExifTags.py:344(Interop)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1663(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
        1    0.000    0.000    0.000    0.000 tokenize.py:451(open)
        4    0.000    0.000    0.000    0.000 core.py:3227(copy)
        8    0.000    0.000    0.000    0.000 rcsetup.py:223(_validate_marker)
       47    0.000    0.000    0.000    0.000 rcsetup.py:382(validate_fontsize)
       33    0.000    0.000    0.000    0.000 contextlib.py:108(__init__)
       56    0.000    0.000    0.000    0.000 _local.py:505(__new__)
        1    0.000    0.000    0.000    0.000 geo.py:346(MollweideAxes)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       40    0.000    0.000    0.000    0.000 getlimits.py:18(_fr0)
        1    0.000    0.000    0.000    0.000 geo.py:301(HammerAxes)
        1    0.000    0.000    0.000    0.000 _trifinder.py:1(<module>)
      175    0.000    0.000    0.000    0.000 helpers.py:231(<lambda>)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
      110    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:759(_validate_hash_pyc)
      293    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1210(get_filename)
        1    0.000    0.000    0.000    0.000 Image.py:158(Resampling)
        4    0.000    0.000    0.000    0.000 getlimits.py:313(_get_machar)
       31    0.000    0.000    0.000    0.000 warnings.py:488(__enter__)
        8    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:2004(Arc)
      406    0.000    0.000    0.000    0.000 enum.py:799(<genexpr>)
        8    0.000    0.000    0.000    0.000 _local.py:148(__truediv__)
      126    0.000    0.000    0.000    0.000 typing.py:1802(_value_and_type_iter)
        4    0.000    0.000    0.000    0.000 core.py:6299(__init__)
        1    0.000    0.000    0.000    0.000 _enums.py:17(JoinStyle)
      104    0.000    0.000    0.000    0.000 typing.py:1807(__eq__)
        2    0.000    0.000    0.000    0.000 _local.py:717(mkdir)
       19    0.000    0.000    0.000    0.000 __init__.py:62(_process_keys)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2756(_Mode)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        9    0.000    0.000    0.000    0.000 overrides.py:29(finalize_array_function_like)
       11    0.000    0.000    0.000    0.000 __init__.py:65(check_isinstance)
       68    0.000    0.000    0.000    0.000 inspect.py:2533(<lambda>)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        5    0.000    0.000    0.000    0.000 cbook.py:800(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:255(AitoffAxes)
       12    0.000    0.000    0.000    0.000 __init__.py:265(get_aliased_and_aliases)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1774(_parse_hextet)
        2    0.000    0.000    0.000    0.000 core.py:3051(__array_finalize__)
      264    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1605(<genexpr>)
       10    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
       13    0.000    0.000    0.000    0.000 core.py:8778(_replace_return_type)
        1    0.000    0.000    0.000    0.000 Image.py:149(Transform)
        1    0.000    0.000    0.000    0.000 _local.py:354(with_name)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1817(_MathStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
       35    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        1    0.000    0.000    0.000    0.000 _enums.py:109(CapStyle)
        2    0.000    0.000    0.000    0.000 _local.py:315(anchor)
        4    0.000    0.000    0.000    0.000 _local.py:245(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 numerictypes.py:626(_register_types)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        8    0.000    0.000    0.000    0.000 getlimits.py:64(smallest_subnormal)
      293    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1018(create_module)
        3    0.000    0.000    0.000    0.000 __init__.py:522(PYFUNCTYPE)
      149    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
      479    0.000    0.000    0.000    0.000 enum.py:248(__init__)
        2    0.000    0.000    0.000    0.000 core.py:3840(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 registry.py:5(BackendFilter)
       65    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
      101    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        7    0.000    0.000    0.000    0.000 core.py:3944(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1396(FancyArrow)
        3    0.000    0.000    0.000    0.000 core.py:2720(__init__)
       32    0.000    0.000    0.000    0.000 getlimits.py:698(__init__)
      110    0.000    0.000    0.000    0.000 __init__.py:17(set_module)
        1    0.000    0.000    0.000    0.000 core.py:2883(__new__)
       22    0.000    0.000    0.000    0.000 __init__.py:214(__getattr__)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:1803(__invert__)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
       10    0.000    0.000    0.000    0.000 core.py:5100(_generateDefaultName)
       33    0.000    0.000    0.000    0.000 enum.py:965(_find_data_repr_)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
        1    0.000    0.000    0.000    0.000 __init__.py:812(_sanity_check)
        1    0.000    0.000    0.000    0.000 Image.py:190(Quantize)
        1    0.000    0.000    0.000    0.000 table.py:39(Cell)
      346    0.000    0.000    0.000    0.000 enum.py:1337(value)
       54    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:748(OpAssoc)
       12    0.000    0.000    0.000    0.000 dataclasses.py:437(add_fn)
        1    0.000    0.000    0.000    0.000 backend_bases.py:677(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:107(Disposal)
        1    0.000    0.000    0.000    0.000 core.py:2742(Keyword)
        1    0.000    0.000    0.000    0.000 Image.py:177(Dither)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 deprecation.py:240(__set_name__)
       28    0.000    0.000    0.000    0.000 <frozen os>:794(encode)
       53    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        3    0.000    0.000    0.000    0.000 colors.py:2046(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
       31    0.000    0.000    0.000    0.000 warnings.py:509(__exit__)
        3    0.000    0.000    0.000    0.000 core.py:5429(__init__)
       25    0.000    0.000    0.000    0.000 helpers.py:268(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:1775(Annulus)
        4    0.000    0.000    0.000    0.000 inspect.py:3136(_hash_basis)
        1    0.000    0.000    0.000    0.000 _linalg.py:118(SVDResult)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
        4    0.000    0.000    0.000    0.000 deprecation.py:505(suppress_matplotlib_deprecation_warning)
       54    0.000    0.000    0.000    0.000 core.py:2733(parseImpl)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
       33    0.000    0.000    0.000    0.000 _parser.py:264(getwhile)
       51    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:189(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
        1    0.000    0.000    0.000    0.000 core.py:3204(view)
        6    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
       49    0.000    0.000    0.000    0.000 core.py:2704(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:1449(_iter_member_by_def_)
       12    0.000    0.000    0.000    0.000 core.py:277(wrapper)
       63    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
       21    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:724(Rectangle)
       22    0.000    0.000    0.000    0.000 _docstring.py:113(register)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       33    0.000    0.000    0.000    0.000 <frozen codecs>:312(__init__)
       13    0.000    0.000    0.000    0.000 rcsetup.py:298(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
      334    0.000    0.000    0.000    0.000 enum.py:1332(name)
      200    0.000    0.000    0.000    0.000 core.py:513(mayReturnEmpty)
        6    0.000    0.000    0.000    0.000 typing.py:1754(<genexpr>)
        1    0.000    0.000    0.000    0.000 _linalg.py:102(EigResult)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
       37    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 core.py:5838(__init__)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:1180(_Unpickler)
        1    0.000    0.000    0.000    0.000 patches.py:2286(_Style)
      174    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        4    0.000    0.000    0.000    0.000 enum.py:1220(_add_alias_)
        1    0.000    0.000    0.000    0.000 patches.py:1018(StepPatch)
        1    0.000    0.000    0.000    0.000 patches.py:664(Shadow)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
      257    0.000    0.000    0.000    0.000 multiarray.py:188(concatenate)
        1    0.000    0.000    0.000    0.000 subprocess.py:759(Popen)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1764(AffineBase)
        2    0.000    0.000    0.000    0.000 dataclasses.py:668(_frozen_get_del_attr)
        1    0.000    0.000    0.000    0.000 art3d.py:957(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 inset.py:14(InsetIndicator)
       24    0.000    0.000    0.000    0.000 numerictypes.py:594(_scalar_type_key)
       53    0.000    0.000    0.000    0.000 {built-in method posix._path_splitroot_ex}
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
        1    0.000    0.000    0.000    0.000 core.py:5110(IndentedBlock)
        3    0.000    0.000    0.000    0.000 core.py:4043(__init__)
        5    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
       61    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
